339.85	135.236
340.23	135.236
340.61	157.173
341.00	-1563.321
341.38	-37.226
341.76	-18.473
342.15	21.327
342.53	47.441
342.91	117.664
343.29	377.125
343.68	-406.818
344.06	183.562
344.44	90.351
344.82	123.263
345.21	145.796
345.59	52.554
345.97	-15.366
346.35	37.431
346.74	76.666
347.12	105.028
347.50	78.112
347.88	31.330
348.27	32.122
348.65	37.220
349.03	33.799
349.41	27.648
349.79	25.703
350.18	17.352
350.56	23.405
350.94	20.606
351.32	32.666
351.70	38.601
352.08	42.606
352.47	38.078
352.85	35.624
353.23	24.120
353.61	22.770
353.99	13.750
354.37	22.261
354.76	29.081
355.14	37.616
355.52	36.293
355.90	42.350
356.28	36.038
356.66	36.837
357.04	33.921
357.42	37.402
357.81	33.081
358.19	23.153
358.57	13.837
358.95	20.948
359.33	25.413
359.71	31.265
360.09	32.168
360.47	29.528
360.85	35.605
361.23	39.018
361.61	45.488
361.99	40.035
362.38	35.579
362.76	28.121
363.14	25.842
363.52	30.528
363.90	36.647
364.28	35.316
364.66	26.596
365.04	14.879
365.42	11.417
365.80	12.109
366.18	23.923
366.56	32.946
366.94	35.919
367.32	34.488
367.70	31.542
368.08	33.314
368.46	33.590
368.84	28.424
369.22	25.337
369.60	13.043
369.98	16.780
370.36	9.650
370.74	19.681
371.12	14.570
371.50	13.629
371.87	8.376
372.25	19.513
372.63	24.712
373.01	22.029
373.39	16.812
373.77	13.776
374.15	17.801
374.53	19.228
374.91	25.229
375.29	22.496
375.67	16.489
376.05	15.584
376.42	15.660
376.80	20.073
377.18	19.049
377.56	17.558
377.94	22.116
378.32	18.799
378.70	20.683
379.08	21.771
379.45	21.250
379.83	18.753
380.21	9.330
380.59	9.090
380.97	14.728
381.35	16.789
381.73	18.651
382.10	15.336
382.48	12.486
382.86	12.587
383.24	15.029
383.62	15.366
383.99	15.602
384.37	13.557
384.75	13.965
385.13	12.148
385.51	10.318
385.88	11.725
386.26	11.993
386.64	13.783
387.02	11.675
387.39	12.576
387.77	12.092
388.15	13.055
388.53	13.384
388.91	10.946
389.28	8.923
389.66	5.431
390.04	7.536
390.41	7.345
390.79	8.287
391.17	7.458
391.55	7.946
391.92	6.442
392.30	6.748
392.68	6.397
393.05	6.840
393.43	5.007
393.81	4.936
394.19	4.907
394.56	7.005
394.94	5.572
395.32	5.372
395.69	2.604
396.07	3.599
396.45	3.008
396.82	4.205
397.20	3.539
397.58	4.443
397.95	3.741
398.33	4.024
398.70	4.568
399.08	4.132
399.46	4.819
399.83	4.264
400.21	5.649
400.59	6.743
400.96	6.735
401.34	6.572
401.71	5.771
402.09	5.214
402.47	3.970
402.84	3.315
403.22	3.776
403.59	3.563
403.97	3.134
404.34	2.345
404.72	1.767
405.10	2.180
405.47	2.591
405.85	3.173
406.22	2.653
406.60	2.383
406.97	2.524
407.35	2.794
407.72	2.698
408.10	2.472
408.47	1.798
408.85	1.986
409.22	2.266
409.60	2.588
409.97	2.282
410.35	2.049
410.72	1.965
411.10	2.095
411.47	2.111
411.85	2.452
412.22	2.252
412.60	1.972
412.97	1.406
413.35	1.572
413.72	1.841
414.10	1.794
414.47	1.702
414.84	1.534
415.22	1.688
415.59	1.402
415.97	1.095
416.34	1.252
416.72	0.938
417.09	1.071
417.46	1.174
417.84	1.564
418.21	1.850
418.59	1.607
418.96	1.531
419.33	1.589
419.71	1.665
420.08	1.850
420.46	1.589
420.83	1.398
421.20	1.393
421.58	1.289
421.95	1.034
422.32	0.491
422.70	0.338
423.07	0.912
423.44	1.415
423.82	1.533
424.19	1.474
424.56	1.266
424.94	1.318
425.31	1.094
425.68	1.141
426.06	1.445
426.43	1.541
426.80	1.466
427.18	1.125
427.55	0.954
427.92	0.992
428.29	0.873
428.67	0.788
429.04	0.890
429.41	1.090
429.78	1.220
430.16	1.061
430.53	0.973
430.90	1.092
431.28	0.981
431.65	0.908
432.02	0.723
432.39	0.968
432.76	1.207
433.14	1.014
433.51	0.749
433.88	0.505
434.25	0.319
434.63	0.072
435.00	-0.272
435.37	0.102
435.74	0.403
436.11	0.708
436.48	0.609
436.86	0.650
437.23	0.518
437.60	0.676
437.97	0.822
438.34	0.995
438.71	0.725
439.09	0.673
439.46	0.855
439.83	1.024
440.20	1.153
440.57	0.961
440.94	1.038
441.31	0.812
441.69	0.885
442.06	0.702
442.43	0.776
442.80	0.859
443.17	1.112
443.54	0.907
443.91	0.966
444.28	0.842
444.65	1.006
445.02	0.843
445.40	1.048
445.77	1.180
446.14	1.108
446.51	1.073
446.88	0.851
447.25	0.731
447.62	0.509
447.99	0.531
448.36	0.755
448.73	0.865
449.10	0.890
449.47	0.846
449.84	0.834
450.21	0.908
450.58	0.938
450.95	0.891
451.32	0.832
451.69	0.762
452.06	0.758
452.43	0.704
452.80	0.667
453.17	0.708
453.54	0.782
453.91	0.806
454.28	0.849
454.65	0.843
455.02	0.809
455.39	0.793
455.76	0.587
456.13	0.582
456.50	0.364
456.87	0.386
457.24	0.385
457.60	0.538
457.97	0.541
458.34	0.555
458.71	0.387
459.08	0.417
459.45	0.440
459.82	0.570
460.19	0.630
460.56	0.471
460.93	0.491
461.30	0.413
461.66	0.604
462.03	0.540
462.40	0.571
462.77	0.498
463.14	0.505
463.51	0.536
463.88	0.532
464.24	0.633
464.61	0.557
464.98	0.546
465.35	0.398
465.72	0.503
466.09	0.587
466.45	0.685
466.82	0.602
467.19	0.552
467.56	0.557
467.93	0.658
468.29	0.827
468.66	0.792
469.03	0.740
469.40	0.634
469.77	0.750
470.13	0.733
470.50	0.694
470.87	0.613
471.24	0.656
471.60	0.729
471.97	0.691
472.34	0.708
472.71	0.648
473.07	0.780
473.44	0.693
473.81	0.737
474.17	0.728
474.54	0.887
474.91	0.915
475.28	0.943
475.64	0.954
476.01	0.923
476.38	0.916
476.74	0.844
477.11	0.969
477.48	0.981
477.84	1.076
478.21	1.084
478.58	1.118
478.94	1.126
479.31	1.058
479.68	1.053
480.04	1.075
480.41	1.176
480.78	1.256
481.14	1.317
481.51	1.341
481.88	1.381
482.24	1.421
482.61	1.412
482.97	1.429
483.34	1.471
483.71	1.542
484.07	1.587
484.44	1.620
484.80	1.703
485.17	1.715
485.54	1.805
485.90	1.871
486.27	2.029
486.63	2.074
487.00	2.086
487.36	2.113
487.73	2.223
488.10	2.344
488.46	2.480
488.83	2.557
489.19	2.679
489.56	2.770
489.92	2.865
490.29	2.990
490.65	3.113
491.02	3.258
491.38	3.324
491.75	3.453
492.11	3.559
492.48	3.703
492.84	3.825
493.21	4.022
493.57	4.229
493.94	4.402
494.30	4.516
494.67	4.671
495.03	4.847
495.40	5.060
495.76	5.242
496.13	5.442
496.49	5.631
496.85	5.849
497.22	6.072
497.58	6.298
497.95	6.516
498.31	6.724
498.68	6.988
499.04	7.229
499.40	7.447
499.77	7.638
500.13	7.902
500.50	8.221
500.86	8.570
501.22	8.831
501.59	9.063
501.95	9.340
502.31	9.633
502.68	9.975
503.04	10.286
503.41	10.610
503.77	10.925
504.13	11.246
504.50	11.577
504.86	11.900
505.22	12.181
505.59	12.498
505.95	12.879
506.31	13.221
506.68	13.591
507.04	13.875
507.40	14.244
507.76	14.577
508.13	14.901
508.49	15.259
508.85	15.595
509.22	15.936
509.58	16.244
509.94	16.568
510.30	16.958
510.67	17.291
511.03	17.695
511.39	17.996
511.76	18.334
512.12	18.581
512.48	18.970
512.84	19.336
513.20	19.744
513.57	20.026
513.93	20.315
514.29	20.574
514.65	20.912
515.02	21.211
515.38	21.548
515.74	21.840
516.10	22.159
516.46	22.493
516.83	22.765
517.19	23.039
517.55	23.316
517.91	23.613
518.27	23.907
518.63	24.203
519.00	24.469
519.36	24.740
519.72	24.964
520.08	25.248
520.44	25.523
520.80	25.793
521.16	26.050
521.53	26.276
521.89	26.483
522.25	26.648
522.61	26.843
522.97	27.030
523.33	27.296
523.69	27.496
524.05	27.682
524.41	27.803
524.78	27.924
525.14	28.051
525.50	28.225
525.86	28.427
526.22	28.586
526.58	28.695
526.94	28.802
527.30	28.924
527.66	29.016
528.02	29.184
528.38	29.295
528.74	29.395
529.10	29.401
529.46	29.494
529.82	29.578
530.18	29.669
530.54	29.739
530.90	29.814
531.26	29.894
531.62	29.972
531.98	30.022
532.34	30.036
532.70	29.984
533.06	29.999
533.42	29.944
533.78	29.987
534.14	29.958
534.50	29.961
534.86	29.868
535.22	29.763
535.58	29.690
535.94	29.584
536.30	29.518
536.66	29.436
537.02	29.406
537.38	29.269
537.74	29.142
538.09	28.953
538.45	28.809
538.81	28.625
539.17	28.482
539.53	28.310
539.89	28.129
540.25	27.912
540.61	27.715
540.97	27.553
541.32	27.344
541.68	27.166
542.04	26.914
542.40	26.682
542.76	26.405
543.12	26.121
543.48	25.857
543.83	25.568
544.19	25.327
544.55	25.099
544.91	24.836
545.27	24.542
545.63	24.196
545.98	23.930
546.34	23.694
546.70	23.426
547.06	23.135
547.42	22.799
547.77	22.524
548.13	22.245
548.49	21.924
548.85	21.617
549.20	21.240
549.56	20.940
549.92	20.591
550.28	20.352
550.64	20.006
550.99	19.689
551.35	19.309
551.71	19.014
552.06	18.715
552.42	18.409
552.78	18.084
553.14	17.804
553.49	17.458
553.85	17.146
554.21	16.788
554.56	16.518
554.92	16.234
555.28	15.946
555.64	15.629
555.99	15.289
556.35	14.947
556.71	14.644
557.06	14.356
557.42	14.074
557.78	13.787
558.13	13.463
558.49	13.148
558.85	12.830
559.20	12.541
559.56	12.256
559.91	11.949
560.27	11.684
560.63	11.406
560.98	11.176
561.34	10.876
561.69	10.604
562.05	10.303
562.41	10.057
562.76	9.794
563.12	9.563
563.47	9.330
563.83	9.064
564.19	8.805
564.54	8.580
564.90	8.374
565.25	8.151
565.61	7.915
565.96	7.731
566.32	7.565
566.67	7.375
567.03	7.155
567.39	6.955
567.74	6.753
568.10	6.598
568.45	6.415
568.81	6.251
569.16	6.054
569.52	5.861
569.87	5.703
570.23	5.552
570.58	5.409
570.94	5.242
571.29	5.076
571.65	4.928
572.00	4.791
572.36	4.656
572.71	4.513
573.06	4.366
573.42	4.239
573.77	4.113
574.13	3.991
574.48	3.852
574.84	3.743
575.19	3.639
575.54	3.527
575.90	3.397
576.25	3.264
576.61	3.166
576.96	3.083
577.32	2.983
577.67	2.888
578.02	2.797
578.38	2.718
578.73	2.639
579.08	2.548
579.44	2.468
579.79	2.382
580.15	2.290
580.50	2.212
580.85	2.138
581.21	2.085
581.56	2.007
581.91	1.939
582.27	1.868
582.62	1.820
582.97	1.765
583.33	1.694
583.68	1.633
584.03	1.572
584.39	1.530
584.74	1.478
585.09	1.412
585.44	1.349
585.80	1.296
586.15	1.263
586.50	1.229
586.86	1.193
587.21	1.175
587.56	1.166
587.91	1.115
588.27	1.068
588.62	1.010
588.97	0.985
589.32	0.957
589.68	0.917
590.03	0.901
590.38	0.849
590.73	0.842
591.08	0.794
591.44	0.775
591.79	0.737
592.14	0.728
592.49	0.703
592.84	0.676
593.20	0.654
593.55	0.635
593.90	0.597
594.25	0.576
594.60	0.547
594.96	0.538
595.31	0.512
595.66	0.493
596.01	0.501
596.36	0.483
596.71	0.483
597.06	0.425
597.42	0.405
597.77	0.381
598.12	0.396
598.47	0.381
598.82	0.372
599.17	0.360
599.52	0.371
599.87	0.365
600.22	0.348
600.58	0.323
600.93	0.287
601.28	0.289
601.63	0.278
