339.85	136.889
340.23	136.889
340.61	189.595
341.00	-129.500
341.38	-2.829
341.76	3.530
342.15	46.857
342.53	70.803
342.91	95.746
343.29	215.971
343.68	-258.846
344.06	373.058
344.44	280.236
344.82	148.330
345.21	-492.791
345.59	-222.459
345.97	400.680
346.35	196.538
346.74	259.440
347.12	229.429
347.50	-1504.607
347.88	13.600
348.27	42.715
348.65	51.015
349.03	46.118
349.41	34.912
349.79	32.414
350.18	20.418
350.56	22.413
350.94	19.207
351.32	38.658
351.70	44.248
352.08	42.252
352.47	32.779
352.85	32.119
353.23	31.297
353.61	32.969
353.99	23.141
354.37	24.261
354.76	35.038
355.14	40.885
355.52	40.348
355.90	33.940
356.28	32.553
356.66	33.740
357.04	29.852
357.42	31.063
357.81	28.001
358.19	27.182
358.57	25.568
358.95	27.505
359.33	29.182
359.71	28.624
360.09	30.060
360.47	33.012
360.85	43.159
361.23	45.059
361.61	48.075
361.99	41.099
362.38	37.625
362.76	27.775
363.14	25.834
363.52	26.308
363.90	31.659
364.28	27.853
364.66	23.885
365.04	18.442
365.42	20.804
365.80	27.774
366.18	33.723
366.56	35.018
366.94	33.752
367.32	30.831
367.70	29.901
368.08	29.887
368.46	35.370
368.84	30.427
369.22	28.230
369.60	12.002
369.98	16.194
370.36	8.780
370.74	22.764
371.12	17.084
371.50	21.125
371.87	16.599
372.25	24.426
372.63	22.924
373.01	20.382
373.39	14.630
373.77	19.015
374.15	26.166
374.53	28.843
374.91	28.632
375.29	24.725
375.67	19.569
376.05	23.462
376.42	21.397
376.80	26.530
377.18	22.570
377.56	22.163
377.94	23.418
378.32	21.341
378.70	23.409
379.08	21.654
379.45	20.397
379.83	16.111
380.21	8.485
380.59	12.651
380.97	20.318
381.35	25.615
381.73	23.717
382.10	18.744
382.48	13.532
382.86	14.425
383.24	19.144
383.62	22.161
383.99	19.439
384.37	16.865
384.75	15.645
385.13	18.360
385.51	17.497
385.88	20.993
386.26	20.429
386.64	20.421
387.02	18.039
387.39	18.840
387.77	19.216
388.15	18.916
388.53	19.039
388.91	17.123
389.28	18.009
389.66	13.624
390.04	16.042
390.41	13.952
